NAME.x,Census_Tract.x,County.x,State.x,tract_short,tract_uid,ntaname,Year,Population,Italian,Prop
"Census Tract 330, Queens County, New York",Census Tract 330,Queens County,New York,330,4330,Springfield Gardens North,2017,6921,46,0.006646438
"Census Tract 331, Queens County, New York",Census Tract 331,Queens County,New York,331,4331,Airport,2017,0,0,0
"Census Tract 334.01, Queens County, New York",Census Tract 334.01,Queens County,New York,334.01,4334.01,St. Albans,2017,3645,4,0.001097394
"Census Tract 334.02, Queens County, New York",Census Tract 334.02,Queens County,New York,334.02,4334.02,Springfield Gardens North,2017,13204,97,0.007346259
"Census Tract 337, Queens County, New York",Census Tract 337,Queens County,New York,337,4337,Jackson Heights,2017,3238,0,0
"Census Tract 339, Queens County, New York",Census Tract 339,Queens County,New York,339,4339,Jackson Heights,2017,3016,31,0.010278515
"Census Tract 347, Queens County, New York",Census Tract 347,Queens County,New York,347,4347,Jackson Heights,2017,3470,117,0.033717579
"Census Tract 351, Queens County, New York",Census Tract 351,Queens County,New York,351,4351,Jackson Heights,2017,4178,67,0.016036381
"Census Tract 352, Queens County, New York",Census Tract 352,Queens County,New York,352,4352,St. Albans,2017,3073,2,6.51e-4
"Census Tract 353, Queens County, New York",Census Tract 353,Queens County,New York,353,4353,East Elmhurst,2017,2541,10,0.003935458
"Census Tract 357, Queens County, New York",Census Tract 357,Queens County,New York,357,4357,East Elmhurst,2017,4061,71,0.017483378
"Census Tract 358, Queens County, New York",Census Tract 358,Queens County,New York,358,4358,Laurelton,2017,4120,6,0.001456311
"Census Tract 361, Queens County, New York",Census Tract 361,Queens County,New York,361,4361,East Elmhurst,2017,2813,51,0.01813011
"Census Tract 363, Queens County, New York",Census Tract 363,Queens County,New York,363,4363,East Elmhurst,2017,1960,7,0.003571429
"Census Tract 365, Queens County, New York",Census Tract 365,Queens County,New York,365,4365,East Elmhurst,2017,3650,7,0.001917808
"Census Tract 366, Queens County, New York",Census Tract 366,Queens County,New York,366,4366,St. Albans,2017,3058,0,0
"Census Tract 367, Queens County, New York",Census Tract 367,Queens County,New York,367,4367,East Elmhurst,2017,2567,8,0.0031164779999999998
"Census Tract 368, Queens County, New York",Census Tract 368,Queens County,New York,368,4368,St. Albans,2017,2673,0,0
"Census Tract 371, Queens County, New York",Census Tract 371,Queens County,New York,371,4371,East Elmhurst,2017,1404,16,0.011396011
"Census Tract 373, Queens County, New York",Census Tract 373,Queens County,New York,373,4373,East Elmhurst,2017,2586,29,0.01121423
"Census Tract 375, Queens County, New York",Census Tract 375,Queens County,New York,375,4375,North Corona,2017,4321,0,0
"Census Tract 376, Queens County, New York",Census Tract 376,Queens County,New York,376,4376,St. Albans,2017,6422,0,0
"Census Tract 377, Queens County, New York",Census Tract 377,Queens County,New York,377,4377,North Corona,2017,3566,0,0
"Census Tract 379, Queens County, New York",Census Tract 379,Queens County,New York,379,4379,North Corona,2017,7184,0,0
"Census Tract 381, Queens County, New York",Census Tract 381,Queens County,New York,381,4381,North Corona,2017,7089,13,0.001833827
"Census Tract 383.01, Queens County, New York",Census Tract 383.01,Queens County,New York,383.01,4383.01,park-cemetery-etc-Queens,2017,0,0,0
"Census Tract 383.02, Queens County, New York",Census Tract 383.02,Queens County,New York,383.02,4383.02,park-cemetery-etc-Queens,2017,0,0,0
"Census Tract 384, Queens County, New York",Census Tract 384,Queens County,New York,384,4384,St. Albans,2017,2428,0,0
"Census Tract 394, Queens County, New York",Census Tract 394,Queens County,New York,394,4394,St. Albans,2017,3013,6,0.001991371
"Census Tract 398, Queens County, New York",Census Tract 398,Queens County,New York,398,4398,St. Albans,2017,1781,0,0
"Census Tract 399, Queens County, New York",Census Tract 399,Queens County,New York,399,4399,Corona,2017,4014,25,0.006228201
"Census Tract 400, Queens County, New York",Census Tract 400,Queens County,New York,400,4400,St. Albans,2017,1333,0,0
"Census Tract 401, Queens County, New York",Census Tract 401,Queens County,New York,401,4401,North Corona,2017,7637,28,0.003666361
"Census Tract 402, Queens County, New York",Census Tract 402,Queens County,New York,402,4402,St. Albans,2017,1811,0,0
"Census Tract 403, Queens County, New York",Census Tract 403,Queens County,New York,403,4403,North Corona,2017,7716,53,0.006868844
"Census Tract 404, Queens County, New York",Census Tract 404,Queens County,New York,404,4404,St. Albans,2017,4415,22,0.004983012
"Census Tract 405, Queens County, New York",Census Tract 405,Queens County,New York,405,4405,North Corona,2017,3350,5,0.001492537
"Census Tract 407, Queens County, New York",Census Tract 407,Queens County,New York,407,4407,North Corona,2017,8990,38,0.004226919
"Census Tract 409, Queens County, New York",Census Tract 409,Queens County,New York,409,4409,North Corona,2017,5338,0,0
"Census Tract 411, Queens County, New York",Census Tract 411,Queens County,New York,411,4411,Corona,2017,4108,18,0.004381694
"Census Tract 413, Queens County, New York",Census Tract 413,Queens County,New York,413,4413,Corona,2017,4614,41,0.008885999
"Census Tract 414, Queens County, New York",Census Tract 414,Queens County,New York,414,4414,South Jamaica,2017,4279,17,0.003972891
"Census Tract 415, Queens County, New York",Census Tract 415,Queens County,New York,415,4415,Corona,2017,4278,253,0.059139785
"Census Tract 424, Queens County, New York",Census Tract 424,Queens County,New York,424,4424,St. Albans,2017,2426,0,0
"Census Tract 426, Queens County, New York",Census Tract 426,Queens County,New York,426,4426,St. Albans,2017,492,42,0.085365854
"Census Tract 427, Queens County, New York",Census Tract 427,Queens County,New York,427,4427,Corona,2017,5552,154,0.027737752
"Census Tract 432, Queens County, New York",Census Tract 432,Queens County,New York,432,4432,St. Albans,2017,1427,0,0
"Census Tract 434, Queens County, New York",Census Tract 434,Queens County,New York,434,4434,South Jamaica,2017,1796,25,0.013919822
"Census Tract 437.01, Queens County, New York",Census Tract 437.01,Queens County,New York,437.01,4437.01,Corona,2017,3249,94,0.028931979
"Census Tract 437.02, Queens County, New York",Census Tract 437.02,Queens County,New York,437.02,4437.02,Corona,2017,6537,69,0.010555301
"Census Tract 439, Queens County, New York",Census Tract 439,Queens County,New York,439,4439,Corona,2017,4281,104,0.024293389
"Census Tract 299, New York County, New York",Census Tract 299,New York County,New York,299,1299,Marble Hill-Inwood,2017,4348,1,2.3e-4
"Census Tract 303, New York County, New York",Census Tract 303,New York County,New York,303,1303,Marble Hill-Inwood,2017,5113,236,0.046156855
"Census Tract 307, New York County, New York",Census Tract 307,New York County,New York,307,1307,Marble Hill-Inwood,2017,3756,308,0.08200213
"Census Tract 309, New York County, New York",Census Tract 309,New York County,New York,309,1309,Marble Hill-Inwood,2017,10137,94,0.00927296
"Census Tract 311, New York County, New York",Census Tract 311,New York County,New York,311,1311,park-cemetery-etc-Manhattan,2017,0,0,0
"Census Tract 317.03, New York County, New York",Census Tract 317.03,New York County,New York,317.03,1317.03,Battery Park City-Lower Manhattan,2017,5644,513,0.090892984
"Census Tract 317.04, New York County, New York",Census Tract 317.04,New York County,New York,317.04,1317.04,Battery Park City-Lower Manhattan,2017,10241,1300,0.126940728
"Census Tract 319, New York County, New York",Census Tract 319,New York County,New York,319,1319,park-cemetery-etc-Manhattan,2017,0,0,0
"Census Tract 713.05, Queens County, New York",Census Tract 713.05,Queens County,New York,713.05,4713.05,Forest Hills,2017,4914,434,0.088319088
"Census Tract 713.06, Queens County, New York",Census Tract 713.06,Queens County,New York,713.06,4713.06,Forest Hills,2017,6864,260,0.037878788
"Census Tract 716, Queens County, New York",Census Tract 716,Queens County,New York,716,4716,Airport,2017,0,0,0
"Census Tract 717.01, Queens County, New York",Census Tract 717.01,Queens County,New York,717.01,4717.01,Rego Park,2017,5702,78,0.013679411
"Census Tract 717.02, Queens County, New York",Census Tract 717.02,Queens County,New York,717.02,4717.02,Rego Park,2017,3836,28,0.00729927
"Census Tract 719, Queens County, New York",Census Tract 719,Queens County,New York,719,4719,Forest Hills,2017,2321,29,0.012494614
"Census Tract 721, Queens County, New York",Census Tract 721,Queens County,New York,721,4721,Forest Hills,2017,4334,137,0.031610521
"Census Tract 723, Queens County, New York",Census Tract 723,Queens County,New York,723,4723,Forest Hills,2017,1902,145,0.076235542
"Census Tract 729, Queens County, New York",Census Tract 729,Queens County,New York,729,4729,Forest Hills,2017,1375,80,0.058181818
"Census Tract 731, Queens County, New York",Census Tract 731,Queens County,New York,731,4731,Forest Hills,2017,1608,222,0.138059701
"Census Tract 737, Queens County, New York",Census Tract 737,Queens County,New York,737,4737,Forest Hills,2017,1803,163,0.090404881
"Census Tract 739, Queens County, New York",Census Tract 739,Queens County,New York,739,4739,Forest Hills,2017,5903,439,0.074368965
"Census Tract 741, Queens County, New York",Census Tract 741,Queens County,New York,741,4741,Forest Hills,2017,3194,169,0.052911709
"Census Tract 743, Queens County, New York",Census Tract 743,Queens County,New York,743,4743,Forest Hills,2017,4441,196,0.044134204
"Census Tract 745, Queens County, New York",Census Tract 745,Queens County,New York,745,4745,Forest Hills,2017,4260,31,0.007276995
"Census Tract 747, Queens County, New York",Census Tract 747,Queens County,New York,747,4747,Forest Hills,2017,3769,46,0.012204829
"Census Tract 749, Queens County, New York",Census Tract 749,Queens County,New York,749,4749,Forest Hills,2017,1590,175,0.110062893
"Census Tract 757.01, Queens County, New York",Census Tract 757.01,Queens County,New York,757.01,4757.01,Forest Hills,2017,5181,199,0.038409573
"Census Tract 757.02, Queens County, New York",Census Tract 757.02,Queens County,New York,757.02,4757.02,Forest Hills,2017,4178,259,0.061991383
"Census Tract 769.01, Queens County, New York",Census Tract 769.01,Queens County,New York,769.01,4769.01,Forest Hills,2017,4132,364,0.088092933
"Census Tract 769.02, Queens County, New York",Census Tract 769.02,Queens County,New York,769.02,4769.02,Forest Hills,2017,1221,62,0.050778051
"Census Tract 773, Queens County, New York",Census Tract 773,Queens County,New York,773,4773,Kew Gardens,2017,2204,164,0.074410163
"Census Tract 775, Queens County, New York",Census Tract 775,Queens County,New York,775,4775,Kew Gardens,2017,2252,132,0.058614565
"Census Tract 779.02, Queens County, New York",Census Tract 779.02,Queens County,New York,779.02,4779.02,Kew Gardens Hills,2017,5235,106,0.020248329
"Census Tract 779.03, Queens County, New York",Census Tract 779.03,Queens County,New York,779.03,4779.03,Kew Gardens Hills,2017,3361,34,0.010116037
"Census Tract 779.04, Queens County, New York",Census Tract 779.04,Queens County,New York,779.04,4779.04,Kew Gardens Hills,2017,6121,111,0.018134292
"Census Tract 779.05, Queens County, New York",Census Tract 779.05,Queens County,New York,779.05,4779.05,Kew Gardens Hills,2017,2692,70,0.026002972
"Census Tract 779.06, Queens County, New York",Census Tract 779.06,Queens County,New York,779.06,4779.06,Kew Gardens Hills,2017,3653,184,0.050369559
"Census Tract 779.07, Queens County, New York",Census Tract 779.07,Queens County,New York,779.07,4779.07,Kew Gardens Hills,2017,3137,27,0.008606949
"Census Tract 779.08, Queens County, New York",Census Tract 779.08,Queens County,New York,779.08,4779.08,Kew Gardens Hills,2017,4084,107,0.026199804
"Census Tract 788, Queens County, New York",Census Tract 788,Queens County,New York,788,4788,Baisley Park,2017,1889,0,0
"Census Tract 790, Queens County, New York",Census Tract 790,Queens County,New York,790,4790,Baisley Park,2017,2884,0,0
"Census Tract 792, Queens County, New York",Census Tract 792,Queens County,New York,792,4792,Baisley Park,2017,2881,19,0.006594932
"Census Tract 793, Queens County, New York",Census Tract 793,Queens County,New York,793,4793,park-cemetery-etc-Queens,2017,0,0,0
"Census Tract 797.01, Queens County, New York",Census Tract 797.01,Queens County,New York,797.01,4797.01,Flushing,2017,7132,92,0.012899607
"Census Tract 797.02, Queens County, New York",Census Tract 797.02,Queens County,New York,797.02,4797.02,Flushing,2017,4877,25,0.005126102
"Census Tract 799, Queens County, New York",Census Tract 799,Queens County,New York,799,4799,Queensboro Hill,2017,3229,96,0.029730567
"Census Tract 803.01, Queens County, New York",Census Tract 803.01,Queens County,New York,803.01,4803.01,Queensboro Hill,2017,4604,352,0.076455256
"Census Tract 803.02, Queens County, New York",Census Tract 803.02,Queens County,New York,803.02,4803.02,Queensboro Hill,2017,3475,277,0.07971223
"Census Tract 809, Queens County, New York",Census Tract 809,Queens County,New York,809,4809,Kew Gardens Hills,2017,7281,301,0.041340475
"Census Tract 814, Queens County, New York",Census Tract 814,Queens County,New York,814,4814,South Ozone Park,2017,4155,15,0.003610108
"Census Tract 818, Queens County, New York",Census Tract 818,Queens County,New York,818,4818,South Ozone Park,2017,3908,40,0.010235415
"Census Tract 837, Queens County, New York",Census Tract 837,Queens County,New York,837,4837,Queensboro Hill,2017,5640,134,0.023758865
"Census Tract 838, Queens County, New York",Census Tract 838,Queens County,New York,838,4838,South Ozone Park,2017,5705,452,0.079228747
"Census Tract 840, Queens County, New York",Census Tract 840,Queens County,New York,840,4840,South Ozone Park,2017,6500,181,0.027846154
"Census Tract 845, Queens County, New York",Census Tract 845,Queens County,New York,845,4845,Flushing,2017,5222,0,0
"Census Tract 846.01, Queens County, New York",Census Tract 846.01,Queens County,New York,846.01,4846.01,South Ozone Park,2017,3102,356,0.114764668
"Census Tract 846.02, Queens County, New York",Census Tract 846.02,Queens County,New York,846.02,4846.02,South Ozone Park,2017,1064,60,0.056390977
"Census Tract 849, Queens County, New York",Census Tract 849,Queens County,New York,849,4849,Flushing,2017,7147,21,0.002938296
"Census Tract 853, Queens County, New York",Census Tract 853,Queens County,New York,853,4853,Flushing,2017,5070,0,0
"Census Tract 855, Queens County, New York",Census Tract 855,Queens County,New York,855,4855,Flushing,2017,6537,48,0.007342818
"Census Tract 857, Queens County, New York",Census Tract 857,Queens County,New York,857,4857,Flushing,2017,5346,59,0.011036289
"Census Tract 859, Queens County, New York",Census Tract 859,Queens County,New York,859,4859,Flushing,2017,5343,31,0.005801984
"Census Tract 861, Queens County, New York",Census Tract 861,Queens County,New York,861,4861,East Flushing,2017,2082,21,0.010086455
"Census Tract 863, Queens County, New York",Census Tract 863,Queens County,New York,863,4863,Murray Hill,2017,6722,51,0.007587028
"Census Tract 864, Queens County, New York",Census Tract 864,Queens County,New York,864,4864,South Ozone Park,2017,3001,205,0.068310563
"Census Tract 865, Queens County, New York",Census Tract 865,Queens County,New York,865,4865,Flushing,2017,4506,86,0.019085664
"Census Tract 869, Queens County, New York",Census Tract 869,Queens County,New York,869,4869,Flushing,2017,2052,5,0.002436647
"Census Tract 871, Queens County, New York",Census Tract 871,Queens County,New York,871,4871,Flushing,2017,2350,26,0.01106383
"Census Tract 884, Queens County, New York",Census Tract 884,Queens County,New York,884,4884,Lindenwood-Howard Beach,2017,7966,3009,0.377730354
"Census Tract 889.01, Queens County, New York",Census Tract 889.01,Queens County,New York,889.01,4889.01,Flushing,2017,11133,112,0.010060181
"Census Tract 892, Queens County, New York",Census Tract 892,Queens County,New York,892,4892,Lindenwood-Howard Beach,2017,7664,3638,0.474686848
"Census Tract 907, Queens County, New York",Census Tract 907,Queens County,New York,907,4907,College Point,2017,1418,157,0.110719323
"Census Tract 916.01, Queens County, New York",Census Tract 916.01,Queens County,New York,916.01,4916.01,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2017,3702,629,0.169908158
"Census Tract 916.02, Queens County, New York",Census Tract 916.02,Queens County,New York,916.02,4916.02,park-cemetery-etc-Queens,2017,0,0,0
"Census Tract 918, Queens County, New York",Census Tract 918,Queens County,New York,918,4918,park-cemetery-etc-Queens,2017,3,0,0
"Census Tract 919, Queens County, New York",Census Tract 919,Queens County,New York,919,4919,College Point,2017,5860,312,0.053242321
"Census Tract 922, Queens County, New York",Census Tract 922,Queens County,New York,922,4922,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2017,1924,315,0.163721414
"Census Tract 925, Queens County, New York",Census Tract 925,Queens County,New York,925,4925,College Point,2017,3906,164,0.041986687
"Census Tract 928, Queens County, New York",Census Tract 928,Queens County,New York,928,4928,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2017,3470,745,0.214697406
"Census Tract 929, Queens County, New York",Census Tract 929,Queens County,New York,929,4929,College Point,2017,6536,385,0.058904529
"Census Tract 934.01, Queens County, New York",Census Tract 934.01,Queens County,New York,934.01,4934.01,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2017,3596,503,0.139877642
"Census Tract 934.02, Queens County, New York",Census Tract 934.02,Queens County,New York,934.02,4934.02,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2017,4343,693,0.15956712
"Census Tract 938, Queens County, New York",Census Tract 938,Queens County,New York,938,4938,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2017,5240,1044,0.199236641
"Census Tract 939, Queens County, New York",Census Tract 939,Queens County,New York,939,4939,College Point,2017,5042,249,0.049385165
"Census Tract 942.01, Queens County, New York",Census Tract 942.01,Queens County,New York,942.01,4942.01,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2017,3242,53,0.016347933
"Census Tract 942.02, Queens County, New York",Census Tract 942.02,Queens County,New York,942.02,4942.02,Hammels-Arverne-Edgemere,2017,4617,194,0.042018627
"Census Tract 942.03, Queens County, New York",Census Tract 942.03,Queens County,New York,942.03,4942.03,Hammels-Arverne-Edgemere,2017,6505,718,0.110376633
"Census Tract 945, Queens County, New York",Census Tract 945,Queens County,New York,945,4945,Whitestone,2017,3896,815,0.209188912
"Census Tract 947, Queens County, New York",Census Tract 947,Queens County,New York,947,4947,College Point,2017,2536,320,0.126182965
"Census Tract 954, Queens County, New York",Census Tract 954,Queens County,New York,954,4954,Hammels-Arverne-Edgemere,2017,5598,157,0.028045731
"Census Tract 964, Queens County, New York",Census Tract 964,Queens County,New York,964,4964,Hammels-Arverne-Edgemere,2017,5640,49,0.008687943
"Census Tract 972.02, Queens County, New York",Census Tract 972.02,Queens County,New York,972.02,4972.02,Hammels-Arverne-Edgemere,2017,3226,10,0.003099814
"Census Tract 972.03, Queens County, New York",Census Tract 972.03,Queens County,New York,972.03,4972.03,Hammels-Arverne-Edgemere,2017,7002,14,0.001999429
"Census Tract 972.04, Queens County, New York",Census Tract 972.04,Queens County,New York,972.04,4972.04,Hammels-Arverne-Edgemere,2017,3741,45,0.012028869
"Census Tract 973, Queens County, New York",Census Tract 973,Queens County,New York,973,4973,Whitestone,2017,1812,848,0.46799117
"Census Tract 981, Queens County, New York",Census Tract 981,Queens County,New York,981,4981,Whitestone,2017,2417,552,0.228382292
"Census Tract 987, Queens County, New York",Census Tract 987,Queens County,New York,987,4987,Whitestone,2017,2519,568,0.225486304
"Census Tract 991, Queens County, New York",Census Tract 991,Queens County,New York,991,4991,Whitestone,2017,7051,1758,0.249326337
"Census Tract 992, Queens County, New York",Census Tract 992,Queens County,New York,992,4992,Hammels-Arverne-Edgemere,2017,4146,7,0.001688374
"Census Tract 997.01, Queens County, New York",Census Tract 997.01,Queens County,New York,997.01,4997.01,Ft. Totten-Bay Terrace-Clearview,2017,2717,612,0.225248436
"Census Tract 997.03, Queens County, New York",Census Tract 997.03,Queens County,New York,997.03,4997.03,Ft. Totten-Bay Terrace-Clearview,2017,3899,515,0.13208515
"Census Tract 997.04, Queens County, New York",Census Tract 997.04,Queens County,New York,997.04,4997.04,Ft. Totten-Bay Terrace-Clearview,2017,6809,654,0.096049346
"Census Tract 122, Richmond County, New York",Census Tract 122,Richmond County,New York,122,5122,New Dorp-Midland Beach,2017,3753,1282,0.341593392
"Census Tract 125, Richmond County, New York",Census Tract 125,Richmond County,New York,125,5125,West New Brighton-New Brighton-St. George,2017,2871,529,0.184256357
"Census Tract 128.04, Richmond County, New York",Census Tract 128.04,Richmond County,New York,128.04,5128.04,New Dorp-Midland Beach,2017,4133,1200,0.290345996
"Census Tract 128.05, Richmond County, New York",Census Tract 128.05,Richmond County,New York,128.05,5128.05,Oakwood-Oakwood Beach,2017,2570,1135,0.441634241
"Census Tract 128.06, Richmond County, New York",Census Tract 128.06,Richmond County,New York,128.06,5128.06,Oakwood-Oakwood Beach,2017,5658,1148,0.202898551
"Census Tract 132.01, Richmond County, New York",Census Tract 132.01,Richmond County,New York,132.01,5132.01,Oakwood-Oakwood Beach,2017,1559,641,0.411161001
"Census Tract 132.03, Richmond County, New York",Census Tract 132.03,Richmond County,New York,132.03,5132.03,Great Kills,2017,5744,2585,0.450034819
"Census Tract 132.04, Richmond County, New York",Census Tract 132.04,Richmond County,New York,132.04,5132.04,Oakwood-Oakwood Beach,2017,4682,2261,0.482913285
"Census Tract 133.01, Richmond County, New York",Census Tract 133.01,Richmond County,New York,133.01,5133.01,West New Brighton-New Brighton-St. George,2017,1380,71,0.051449275
"Census Tract 133.02, Richmond County, New York",Census Tract 133.02,Richmond County,New York,133.02,5133.02,West New Brighton-New Brighton-St. George,2017,2835,48,0.016931217
"Census Tract 134, Richmond County, New York",Census Tract 134,Richmond County,New York,134,5134,New Dorp-Midland Beach,2017,4087,1518,0.371421581
"Census Tract 138, Richmond County, New York",Census Tract 138,Richmond County,New York,138,5138,Oakwood-Oakwood Beach,2017,6442,3175,0.49285936
"Census Tract 141, Richmond County, New York",Census Tract 141,Richmond County,New York,141,5141,West New Brighton-New Brighton-St. George,2017,2329,200,0.085873766
"Census Tract 146.04, Richmond County, New York",Census Tract 146.04,Richmond County,New York,146.04,5146.04,Great Kills,2017,6988,3004,0.429879794
"Census Tract 146.05, Richmond County, New York",Census Tract 146.05,Richmond County,New York,146.05,5146.05,Great Kills,2017,3680,1675,0.455163043
"Census Tract 146.06, Richmond County, New York",Census Tract 146.06,Richmond County,New York,146.06,5146.06,Great Kills,2017,6687,3081,0.460744729
"Census Tract 146.07, Richmond County, New York",Census Tract 146.07,Richmond County,New York,146.07,5146.07,Great Kills,2017,4539,1908,0.420356907
"Census Tract 146.08, Richmond County, New York",Census Tract 146.08,Richmond County,New York,146.08,5146.08,Great Kills,2017,3617,1527,0.422173072
"Census Tract 147, Richmond County, New York",Census Tract 147,Richmond County,New York,147,5147,Westerleigh,2017,3411,1567,0.459396072
"Census Tract 151, Richmond County, New York",Census Tract 151,Richmond County,New York,151,5151,Westerleigh,2017,5412,1811,0.334626755
"Census Tract 154, Richmond County, New York",Census Tract 154,Richmond County,New York,154,5154,park-cemetery-etc-Staten Island,2017,0,0,0
"Census Tract 156.01, Richmond County, New York",Census Tract 156.01,Richmond County,New York,156.01,5156.01,Great Kills,2017,6470,3070,0.474497682
"Census Tract 156.02, Richmond County, New York",Census Tract 156.02,Richmond County,New York,156.02,5156.02,Annadale-Huguenot-Prince's Bay-Eltingville,2017,3378,1921,0.568679692
"Census Tract 156.03, Richmond County, New York",Census Tract 156.03,Richmond County,New York,156.03,5156.03,Great Kills,2017,4996,1769,0.354083267
"Census Tract 169.01, Richmond County, New York",Census Tract 169.01,Richmond County,New York,169.01,5169.01,Westerleigh,2017,3199,1053,0.329165364
"Census Tract 170.05, Richmond County, New York",Census Tract 170.05,Richmond County,New York,170.05,5170.05,Annadale-Huguenot-Prince's Bay-Eltingville,2017,5082,2344,0.461235734
"Census Tract 170.07, Richmond County, New York",Census Tract 170.07,Richmond County,New York,170.07,5170.07,Arden Heights,2017,5564,1626,0.292235802
"Census Tract 170.08, Richmond County, New York",Census Tract 170.08,Richmond County,New York,170.08,5170.08,Arden Heights,2017,7720,4070,0.527202073
"Census Tract 170.09, Richmond County, New York",Census Tract 170.09,Richmond County,New York,170.09,5170.09,Arden Heights,2017,4525,2217,0.489944751
"Census Tract 170.10, Richmond County, New York",Census Tract 170.10,Richmond County,New York,170.10,5170.10,Arden Heights,2017,8886,3408,0.383524646
"Census Tract 170.11, Richmond County, New York",Census Tract 170.11,Richmond County,New York,170.11,5170.11,Annadale-Huguenot-Prince's Bay-Eltingville,2017,4547,2523,0.554871344
"Census Tract 170.12, Richmond County, New York",Census Tract 170.12,Richmond County,New York,170.12,5170.12,Annadale-Huguenot-Prince's Bay-Eltingville,2017,4526,2380,0.525850641
"Census Tract 173, Richmond County, New York",Census Tract 173,Richmond County,New York,173,5173,New Springville-Bloomfield-Travis,2017,2599,377,0.145055791
"Census Tract 176, Richmond County, New York",Census Tract 176,Richmond County,New York,176,5176,Annadale-Huguenot-Prince's Bay-Eltingville,2017,4729,2765,0.584690209
"Census Tract 177, Richmond County, New York",Census Tract 177,Richmond County,New York,177,5177,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,2017,6293,2493,0.396154457
"Census Tract 181, Richmond County, New York",Census Tract 181,Richmond County,New York,181,5181,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,2017,3038,1328,0.437129691
"Census Tract 187.01, Richmond County, New York",Census Tract 187.01,Richmond County,New York,187.01,5187.01,Westerleigh,2017,1898,522,0.275026344
"Census Tract 187.02, Richmond County, New York",Census Tract 187.02,Richmond County,New York,187.02,5187.02,New Springville-Bloomfield-Travis,2017,7877,1634,0.20743938
"Census Tract 189.01, Richmond County, New York",Census Tract 189.01,Richmond County,New York,189.01,5189.01,Westerleigh,2017,4931,1848,0.374771852
"Census Tract 189.02, Richmond County, New York",Census Tract 189.02,Richmond County,New York,189.02,5189.02,New Springville-Bloomfield-Travis,2017,5513,382,0.069290767
"Census Tract 197, Richmond County, New York",Census Tract 197,Richmond County,New York,197,5197,Westerleigh,2017,1805,751,0.416066482
"Census Tract 198, Richmond County, New York",Census Tract 198,Richmond County,New York,198,5198,Annadale-Huguenot-Prince's Bay-Eltingville,2017,6552,3303,0.504120879
"Census Tract 201, Richmond County, New York",Census Tract 201,Richmond County,New York,201,5201,Westerleigh,2017,3579,1081,0.302039676
"Census Tract 207, Richmond County, New York",Census Tract 207,Richmond County,New York,207,5207,Port Richmond,2017,5372,193,0.035927029
"Census Tract 208.01, Richmond County, New York",Census Tract 208.01,Richmond County,New York,208.01,5208.01,Rossville-Woodrow,2017,9382,5792,0.617352377
"Census Tract 208.03, Richmond County, New York",Census Tract 208.03,Richmond County,New York,208.03,5208.03,Rossville-Woodrow,2017,6927,3021,0.436119532
"Census Tract 208.04, Richmond County, New York",Census Tract 208.04,Richmond County,New York,208.04,5208.04,Rossville-Woodrow,2017,5835,3171,0.54344473
"Census Tract 213, Richmond County, New York",Census Tract 213,Richmond County,New York,213,5213,Port Richmond,2017,5119,934,0.182457511
"Census Tract 223, Richmond County, New York",Census Tract 223,Richmond County,New York,223,5223,Mariner's Harbor-Arlington-Port Ivory-Graniteville,2017,2684,175,0.065201192
"Census Tract 226, Richmond County, New York",Census Tract 226,Richmond County,New York,226,5226,Charleston-Richmond Valley-Tottenville,2017,8080,3742,0.463118812
"Census Tract 228, Richmond County, New York",Census Tract 228,Richmond County,New York,228,5228,New Springville-Bloomfield-Travis,2017,27,0,0
"Census Tract 231, Richmond County, New York",Census Tract 231,Richmond County,New York,231,5231,Mariner's Harbor-Arlington-Port Ivory-Graniteville,2017,4590,384,0.083660131
"Census Tract 239, Richmond County, New York",Census Tract 239,Richmond County,New York,239,5239,Mariner's Harbor-Arlington-Port Ivory-Graniteville,2017,3630,223,0.061432507
"Census Tract 244.01, Richmond County, New York",Census Tract 244.01,Richmond County,New York,244.01,5244.01,Charleston-Richmond Valley-Tottenville,2017,6622,3652,0.551495017
"Census Tract 244.02, Richmond County, New York",Census Tract 244.02,Richmond County,New York,244.02,5244.02,Charleston-Richmond Valley-Tottenville,2017,4630,2584,0.558099352
"Census Tract 247, Richmond County, New York",Census Tract 247,Richmond County,New York,247,5247,Port Richmond,2017,2755,457,0.165880218
"Census Tract 248, Richmond County, New York",Census Tract 248,Richmond County,New York,248,5248,Charleston-Richmond Valley-Tottenville,2017,4954,2591,0.523011708
"Census Tract 251, Richmond County, New York",Census Tract 251,Richmond County,New York,251,5251,Port Richmond,2017,6220,2170,0.348874598
"Census Tract 273.01, Richmond County, New York",Census Tract 273.01,Richmond County,New York,273.01,5273.01,New Springville-Bloomfield-Travis,2017,3835,1223,0.318904824
"Census Tract 273.02, Richmond County, New York",Census Tract 273.02,Richmond County,New York,273.02,5273.02,New Springville-Bloomfield-Travis,2017,3385,444,0.131166913
